نوع العقار,الغرض,المدينة,الحي,الواجهة,المساحة,سعر المتر,عدد الغرف,عدد الصالات,عدد الحمامات,عرض الشارع,درج صالة,مطبخ,غرفة خادمة,غرفة سائق,ملحق,حوش,مسبح,قبو,مدخل سيارة,مصعد,السعر الاجمالي
فيلا,سكني, الرياض , حي العريجاء الوسطى ,غربية,400,0,5,3,5,16,1,1,0,0,1,1,0,0,1,0,1100000
فيلا,سكني, الرياض , حي بدر ,جنوبية غربية,230,0,7,1,5,15,1,1,0,0,1,1,0,0,1,0,980000
أرض,سكني, حريملاء, الرياض ,جنوبية,437,1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649819
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,432,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3240000
أرض,سكني, الرياض , حي الملقا ,شمالية,546,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4914000
أرض,سكني, الرياض , حي بنبان ,جنوبية,750,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2625000
أرض,تجاري وسكني, الرياض , حي حطين ,شمالية,450,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2925000
فيلا,سكني, الرياض , حي المصيف ,شمالية,570,0,7,2,5,0,0,1,1,1,1,1,0,0,1,0,3000000
أرض,سكني, حي عريض , طريق النفود ,جنوبية,450,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260000
أرض,سكني, الدرعية, العيينة ,شمالية غربية,1000,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500000
فيلا,سكني, الرياض , حي هجرة لبن ,جنوبية شرقية,500,0,7,4,5,0,1,1,1,1,1,1,0,0,1,0,3700000
أرض,سكني, الرياض , حي قرطبة ,غربية,450,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2475000
فيلا,سكني, امارة منطقة الرياض, حي القادسية ,شرقية,375,0,5,0,4,15,0,1,0,0,1,1,0,0,1,0,2400000
فيلا,سكني, الرياض , حي المونسية ,غربية,250,0,5,2,5,18,1,1,1,0,1,0,0,0,1,0,1950000
فيلا,سكني, امارة منطقة الرياض, الرياض ,شرقية,390,0,5,1,3,15,0,1,0,0,0,1,0,0,1,0,850000
أرض,سكني, حريملاء, الرياض ,شمالية,750,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425000
أرض,سكني, الرياض , حي الناصرية ,ثلاث شوارع,2600,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6240000
فيلا,سكني, امارة منطقة الرياض, الرياض ,جنوبية شرقية,247,0,5,3,4,0,1,1,1,0,1,1,0,0,1,1,1500000
أرض,تجاري وسكني, الرياض , حي العوالي ,شمالية,900,1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019700
أرض,سكني, الرياض , حي الملقا ,غربية,636,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4452000
أرض,سكني, الرياض , حي العوالي ,غربية,904,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2169600
أرض,سكني, الرياض , حي المهدية ,جنوبية,625,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2812500
أرض,تجاري وسكني, الرياض , حي البيان ,شمالية,1500,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000
فيلا,سكني, الرياض , حي الاندلس ,شمالية,400,0,6,1,3,15,0,1,0,1,1,1,0,0,1,0,2650000
فيلا,سكني, الرياض , حي قرطبة ,شمالية,339,0,4,2,5,0,1,1,1,0,0,1,0,0,1,0,2450000
أرض,سكني, حي عريض , طريق النفود ,شمالية,400,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230000
فيلا,سكني, الرياض , حي بدر ,جنوبية,500,0,7,3,5,0,0,1,1,0,1,1,0,0,1,0,1500000
أرض,سكني, امارة منطقة الرياض, الرياض ,ثلاث شوارع,500,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300000
أرض,تجاري, الرياض , حي النسيم الشرقي ,غربية,750,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950000
فيلا,سكني, الرياض , حي العليا ,شمالية,442,0,7,2,5,0,1,1,1,1,1,0,0,1,1,0,2500000
فيلا,سكني, الرياض , حي اشبيلية ,شمالية,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000
أرض,سكني, الرياض , حي اليرموك ,غربية,900,5555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4999500
فيلا,سكني, الرياض , حي المونسية ,جنوبية,319,0,6,2,4,0,1,1,1,1,1,1,0,0,1,1,3150000
أرض,تجاري وسكني, حريملاء, الرياض ,غربية,864,1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1580256
أرض,سكني, الرياض , حي الرمال ,جنوبية,275,3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838750
أرض,سكني, امارة منطقة الرياض, الرياض ,ثلاث شوارع,2100,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6720000
أرض,تجاري وسكني, الرياض , حي الازدهار ,غربية,771,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3084000
أرض,تجاري, الرياض, الرياض ,شرقية,6000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000
فيلا,سكني, امارة منطقة الرياض, الرياض ,غربية,300,0,6,3,4,15,1,1,1,1,0,1,0,0,1,0,1150000
أرض,سكني, الرياض , حي الرحمانية ,جنوبية شرقية,875,6700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5862500
فيلا,سكني, الرياض , حي اشبيلية ,شرقية,900,0,4,3,5,0,1,1,0,0,0,1,0,0,1,0,2550000
أرض,سكني, الرياض , حي المهدية ,ثلاث شوارع,450,3111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399950
أرض,سكني, حريملاء, الرياض ,جنوبية,750,1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849750
فيلا,سكني, الرياض , حي الملقا ,شرقية,375,0,5,2,5,20,1,1,1,1,0,1,0,0,1,0,3200000
أرض,تجاري وسكني, الرياض , حي عريض ,غربية,500,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000
فيلا,سكني, الدرعية, العيينة ,جنوبية,280,0,4,1,5,0,0,1,0,0,1,0,0,0,0,0,1270000
أرض,تجاري, الرياض , حي النرجس ,شمالية غربية,732,8100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5929200
فيلا,سكني, الرياض , حي النسيم الشرقي ,غربية,480,0,7,3,5,0,0,1,0,0,0,0,0,0,0,0,1200000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,شمالية,871,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2874300
أرض,سكني, الرياض , حي القادسية ,جنوبية شرقية,510,4019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2049690
أرض,تجاري, حريملاء, الرياض ,شمالية,375,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862500
فيلا,سكني, امارة منطقة الرياض, الرياض ,جنوبية,469,0,7,5,5,0,1,1,1,0,1,1,0,0,1,1,1830000
فيلا,سكني, الرياض , حي الصفا ,غربية,750,0,7,4,5,0,0,1,0,0,0,1,0,0,0,0,2700000
فيلا,سكني, الرياض , حي المهدية ,غربية,836,0,7,0,4,20,1,1,0,0,1,1,0,1,1,1,3500000
أرض,سكني, الرياض , حي العارض ,شمالية,300,4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230000
أرض,سكني, الدرعية, العيينة ,جنوبية,747,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309258
فيلا,سكني, الرياض , حي القادسية ,جنوبية,365,0,6,2,5,0,1,0,0,0,0,0,0,0,1,0,2300000
أرض,سكني, الرياض , حي الفيحاء ,غربية,900,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900000
أرض,تجاري وسكني, الرياض , حي الدار البيضاء ,جنوبية شرقية,500,1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670000
فيلا,سكني, الرياض , حي الربيع ,شرقية,625,0,7,4,5,0,0,0,0,0,0,0,0,0,0,0,4375000
فيلا,سكني, الرياض , حي السعادة ,جنوبية غربية,361,0,5,1,3,15,0,1,0,0,1,1,0,0,1,0,1760000
فيلا,سكني, الرياض , حي طويق ,جنوبية,300,0,5,5,5,0,1,1,1,1,1,1,0,0,1,1,1450000
فيلا,سكني, الرياض , حي العارض ,جنوبية,350,0,5,5,5,15,1,1,1,1,1,1,0,0,1,0,2600000
أرض,سكني, الرياض , حي الربيع ,غربية,375,6700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2512500
فيلا,سكني, الرياض, الرياض ,جنوبية,300,0,5,2,5,20,1,1,1,0,1,0,0,0,1,0,1900000
أرض,تجاري وسكني, حريملاء, الرياض ,غربية,1151,3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4258700
فيلا,سكني, امارة منطقة الرياض, الرياض ,شرقية,250,0,5,2,5,0,1,1,1,0,0,1,0,0,1,0,2050000
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,450,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319950
فيلا,سكني, الرياض , حي الملقا ,شمالية غربية,400,0,5,3,5,0,1,1,1,1,1,1,1,0,1,1,4900000
فيلا,سكني, الرياض , حي النسيم الغربي ,شمالية,437,0,5,3,5,0,1,1,0,0,0,1,0,0,1,1,1750000
فيلا,سكني, الرياض , حي المونسية ,شرقية,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2650000
أرض,سكني, الرياض , حي ظهرة لبن ,جنوبية,450,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1305000
أرض,سكني, الرياض , حي الخليج ,شمالية شرقية,648,2446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1585008
فيلا,سكني, الرياض , حي التعاون ,شمالية غربية,480,0,3,7,5,20,1,1,1,1,0,1,0,0,1,1,5800000
أرض,تجاري, امارة منطقة الرياض, الرياض ,شمالية,750,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310500
أرض,سكني, الرياض , حي الدار البيضاء ,شمالية,1050,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1522500
أرض,سكني, الرياض , حي البيان ,غربية,810,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2106000
أرض,سكني, حريملاء, الرياض ,جنوبية,750,1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922500
فيلا,سكني, الرياض , حي القدس ,جنوبية,435,0,5,2,5,0,0,1,1,0,1,1,0,0,1,0,2500000
فيلا,سكني, الرياض , حي اشبيلية ,شرقية,430,0,5,2,5,0,1,1,1,1,1,1,0,0,1,0,2100000
فيلا,سكني, امارة منطقة الرياض, الرياض ,جنوبية,469,0,7,5,5,0,1,1,1,0,1,1,0,0,1,1,1700000
أرض,تجاري وسكني, الرياض , حي الخير ,شرقية,455,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394485
فيلا,سكني, الرياض , حي بدر ,شرقية,300,0,5,3,5,15,1,1,1,0,0,0,0,0,0,0,950000
فيلا,سكني, امارة منطقة الرياض, الرياض ,غربية,218,0,4,1,4,5,0,1,0,0,0,0,0,0,1,0,750000
أرض,سكني, حريملاء, الرياض ,غربية,840,1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1499400
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,540,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350000
أرض,سكني, الرياض , حي النرجس ,جنوبية,825,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321750
فيلا,سكني, الرياض , حي النرجس ,جنوبية,425,0,7,2,5,0,0,0,1,0,0,1,0,0,1,0,3000000
فيلا,سكني, الرياض , حي بدر ,شرقية,303,0,5,3,5,20,1,1,1,0,1,1,0,0,1,0,850000
فيلا,سكني, الرياض , حي بدر ,جنوبية,250,0,5,3,5,15,1,1,1,0,0,1,0,0,1,0,830000
أرض,سكني, الرياض , حي النرجس ,جنوبية شرقية,1050,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945000
فيلا,سكني, الرياض , حي بدر ,جنوبية,303,0,5,3,5,18,1,1,1,0,1,1,0,0,1,0,850000
أرض,تجاري وسكني, الرياض , حي المونسية ,شرقية,750,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3225000
أرض,سكني, حي العارض , شارع عبدالله بن العاص ,شمالية,448,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060800
فيلا,سكني, الرياض , حي النرجس ,شرقية,270,0,5,2,5,15,1,1,1,0,0,1,0,0,1,1,2700000
أرض,سكني, الرياض , حي العارض ,شمالية غربية,496,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2579200
أرض,سكني, الرياض , حي ظهرة لبن ,شمالية شرقية,900,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2790000
أرض,تجاري وسكني, الرياض , حي النرجس ,جنوبية,375,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000
أرض,سكني, حريملاء, الرياض ,جنوبية,375,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687500
فيلا,سكني, الرياض , حي المونسية ,شمالية,400,0,5,2,5,0,1,1,1,1,0,1,0,0,1,0,2850000
أرض,تجاري, الرياض , حي الرمال ,شمالية,5000,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9750000
فيلا,سكني, الرياض , حي بدر ,شرقية,780,0,7,2,5,0,0,1,0,0,1,1,0,0,1,0,1200000
أرض,سكني, الرياض , حي النرجس ,شرقية,525,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2520000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,1672,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25080000
أرض,سكني, الرياض , حي ظهرة لبن ,جنوبية,360,3472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249920
أرض,سكني, حي القيروان , شارع السلطان محمد الفاتح ,شمالية,692,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4428800
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,225,13395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3013875
فيلا,سكني, الرياض , حي الروضة ,غربية,355,0,5,2,5,0,0,0,0,0,0,0,0,0,0,0,2600000
فيلا,سكني, الرياض , حي طويق ,شمالية شرقية,905,0,5,2,5,15,0,1,1,1,1,1,0,0,1,0,1900000
فيلا,سكني, الرياض , حي الشفا ,شرقية,400,0,7,1,5,0,0,1,0,0,0,1,0,0,1,0,720000
أرض,سكني, الرياض , حي العوالي ,شرقية,778,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983900
أرض,سكني, حريملاء, الرياض ,غربية,750,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877500
أرض,تجاري وسكني, الرياض , حي الملك فيصل ,شمالية شرقية,900,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4050000
أرض,سكني, الرياض , حي العلا ,شمالية,936,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429624
أرض,تجاري وسكني, الرياض , حي المصيف ,غربية,675,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2902500
فيلا,سكني, الرياض , حي الروضة ,جنوبية,900,0,5,2,5,0,1,0,0,0,0,0,0,0,0,0,5200000
فيلا,سكني, الرياض , حي الرمال ,غربية,300,0,7,3,5,18,1,1,1,0,0,1,0,0,1,0,1500000
فيلا,سكني, الرياض , حي طويق ,جنوبية,300,0,5,3,5,0,1,1,1,0,1,0,0,0,1,0,1500000
أرض,سكني, الرياض , حي البيان ,جنوبية,273,2570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701610
أرض,سكني, الرياض , حي السلي ,شمالية,750,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350000
فيلا,سكني, الرياض , حي غرناطة ,شرقية,900,0,7,2,3,0,0,0,0,0,0,0,0,0,0,0,4000000
أرض,سكني, الرياض , حي عريض ,شمالية شرقية,2048,1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500032
أرض,تجاري وسكني, الرياض , حي الشعلة ,جنوبية,763,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242634
أرض,سكني, حريملاء, الرياض ,شمالية,736,1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969312
أرض,سكني, الرياض , حي ثليم ,جنوبية غربية,333,19780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6586740
أرض,سكني, الرياض , حي عريض ,شمالية,780,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041300
أرض,تجاري وسكني, الرياض , حي ظهرة لبن ,شمالية غربية,900,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1890000
أرض,سكني, الرياض , حي ظهرة لبن ,جنوبية,1200,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000
أرض,سكني, الرياض , حي العليا ,شمالية شرقية,1741,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10446000
أرض,تجاري وسكني, الرياض , حي القادسية ,جنوبية,3000,3080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9240000
أرض,سكني, الرياض , حي الخليج ,شمالية شرقية,750,3150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2362500
أرض,سكني, الرياض , حي العارض ,ثلاث شوارع,1490,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157730
فيلا,سكني, الرياض , حي النسيم الغربي ,شرقية,312,0,5,2,3,0,0,1,0,0,0,1,0,0,1,0,1070000
أرض,سكني, الرياض , حي الملز ,ثلاث شوارع,1148,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2755200
فيلا,سكني, الرياض , حي العارض ,غربية,300,0,4,3,5,0,1,0,1,0,1,0,0,0,0,0,2800000
فيلا,سكني, الرياض , حي الشرق ,شمالية,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400000
فيلا,سكني, الرياض , حي المهدية ,شمالية,234,0,7,3,5,18,1,1,1,0,0,1,0,0,1,1,1900000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,600,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480000
فيلا,سكني, الرياض, الرياض ,شمالية,200,0,5,3,5,20,1,1,1,0,1,1,0,0,1,0,980000
فيلا,سكني, الرياض , حي الرمال ,شمالية,205,0,4,2,4,25,0,1,0,0,0,1,0,0,1,0,1250000
أرض,سكني, الرياض , حي عرقة ,شمالية,600,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080000
أرض,سكني, الرياض , حي العوالي ,غربية,367,3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1357900
أرض,تجاري, الرياض , حي الخليج ,شرقية,1500,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800000
أرض,سكني, الرياض , ضاحية نمار ,غربية,2025,6200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12555000
أرض,تجاري, الرياض , حي الشرق ,جنوبية,437,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3059000
فيلا,سكني, الرياض , حي اليرموك ,شرقية,520,0,3,2,2,0,0,1,1,0,1,1,0,0,1,0,2400000
أرض,سكني, الرياض , حي السلام ,غربية,375,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000
أرض,سكني, الرياض , حي المعيزلة ,شمالية,437,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267300
أرض,تجاري وسكني, حريملاء, الرياض ,شمالية,750,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999750
أرض,سكني, الرياض , حي الخير ,شرقية,750,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087500
أرض,سكني, الرياض , حي عريض ,غربية,450,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000
أرض,سكني, الرياض , حي القيروان ,شمالية,900,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400000
أرض,سكني, الرياض , حي النخيل ,ثلاث شوارع,1987,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19870000
أرض,سكني, الرياض , حي المونسية ,شمالية,875,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,غربية,900,2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2115000
فيلا,سكني, الرياض , حي النرجس ,شمالية,240,0,4,2,5,0,1,1,1,1,0,0,0,0,1,1,2750000
فيلا,سكني, الرياض , حي الملك فيصل ,شمالية,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950000
أرض,سكني, الرياض , حي النسيم الغربي ,جنوبية غربية,225,2223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500175
فيلا,سكني, الرياض , حي الرمال ,جنوبية,312,0,7,2,5,15,1,1,1,0,1,1,0,0,1,0,1600000
أرض,سكني, الرياض , حي البيان ,جنوبية,273,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682500
فيلا,سكني, الرياض , حي الروضة ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5200000
فيلا,سكني, الرياض , حي القدس ,جنوبية,500,0,5,2,5,0,1,0,1,1,0,0,0,0,0,0,2500000
فيلا,سكني, الرياض , حي العزيزية ,شمالية شرقية,775,0,7,3,5,20,0,1,0,0,1,1,0,0,1,0,1700000
أرض,تجاري وسكني, الرياض , حي البيان ,جنوبية,273,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682500
أرض,سكني, حريملاء, الرياض ,جنوبية غربية,408,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1305600
فيلا,سكني, امارة منطقة الرياض, حي الشرق ,جنوبية,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550000
أرض,سكني, حريملاء, الرياض ,شمالية,750,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870000
أرض,تجاري وسكني, الرياض , حي العلا ,شمالية,1627,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6508000
فيلا,سكني, الرياض , حي النرجس ,جنوبية,276,0,5,1,4,0,1,1,1,1,1,1,0,0,1,0,2450000
أرض,سكني, حريملاء, الرياض ,شرقية,375,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000
أرض,تجاري, الرياض , حي الرمال ,شرقية,360,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044000
أرض,سكني, الرياض , حي حطين ,جنوبية شرقية,1400,6720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9408000
فيلا,سكني, الرياض , حي المونسية ,جنوبية,250,0,5,2,5,15,1,1,1,0,0,0,0,0,0,0,2000000
أرض,تجاري وسكني, الدرعية, العيينة ,جنوبية شرقية,900,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900000
أرض,تجاري, الرياض , حي الروضة ,شمالية,1798,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2697000
فيلا,سكني, امارة منطقة الرياض, الرياض ,جنوبية,250,0,4,3,5,20,1,1,1,0,1,1,0,0,1,0,2350000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,455,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339885
أرض,سكني, الرياض , حي الخير ,شمالية,1714,7888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13520032
أرض,سكني, الرياض , حي النهضة ,شمالية,450,2650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192500
